"","OBJECTID","ID","ADDRESS","TERMINAL_NUMBER","LATITUDE","LONGITUDE","location","zipcode"
"258",158974402,280,"East West Hwy & Blair Mill Rd",32019,38.990249,-77.02935,"1200 East West Highway, Silver Spring, MD 20910, USA","20910"
"259",158974403,281,"Crabbs Branch Way & Calhoun Pl",32020,39.107709,-77.152072,"Crabbs Branch Way, Derwood, MD 20855, USA","20855"
"260",158974404,282,"47th & Elm St",32021,38.982456,-77.091991,"4609 Elm St, Chevy Chase, MD 20815, USA","20815"
"261",158974405,283,"Garland Ave & Walden Rd",32022,39.000578,-77.00149,"8800 Garland Ave, Silver Spring, MD 20901, USA","20901"
"262",158974406,284,"Montgomery College/W Campus Dr & Mannakee St",32023,39.095661,-77.159048,"South Campus Drive, Rockville, MD 20850, USA","20850"
"263",158974407,285,"Fenton St & Gist Ave",32024,38.989724,-77.023854,"7993-8027 Fenton St, Silver Spring, MD 20910, USA","20910"
"264",158974408,286,"Carroll & Westmoreland Ave",32025,38.975,-77.01121,"7031-7035 Carroll Ave, Takoma Park, MD 20912, USA","20912"
"265",158974409,287,"Carroll & Ethan Allen Ave",32026,38.977933,-77.006472,"7224 MD-410, Takoma Park, MD 20912, USA","20912"
"266",158974410,288,"Battery Ln & Trolley Trail",32027,38.992375,-77.100104,"4920 Battery Ln, Bethesda, MD 20814, USA","20814"
"267",158974411,289,"Norfolk & Rugby Ave",32028,38.990639,-77.100239,"8106 Norfolk Ave, Bethesda, MD 20814, USA","20814"
"268",158974412,290,"Offutt Ln & Chevy Chase Dr",32029,38.977093,-77.094589,"6701-6799 Offutt Ln, Bethesda, MD 20815, USA","20815"
"269",158974413,291,"Broschart & Blackwell Rd",32030,39.102099,-77.200322,"15000-15010 Broschart Rd, Rockville, MD 20850, USA","20850"
"270",158974414,292,"Taft St & E Gude Dr",32031,39.094103,-77.132954,"1340 Taft St, Rockville, MD 20850, USA","20850"
"271",158974415,293,"Fleet St & Ritchie Pkwy",32032,39.076331,-77.141378,"101-121 Ritchie Pkwy, Rockville, MD 20852, USA","20852"
"272",158974416,294,"Piccard & W Gude Dr",32033,39.102212,-77.177091,"1301 Piccard Dr, Rockville, MD 20850, USA","20850"
"273",158974417,295,"Ripley & Bonifant St",32034,38.992679,-77.029457,"1055 Ripley St, Silver Spring, MD 20910, USA","20910"
"274",158974418,296,"Georgia Ave & Spring St",32035,38.999388,-77.031555,"8799 Georgia Ave, Silver Spring, MD 20910, USA","20910"
"275",158974419,297,"Fenton St & Ellsworth Dr",32036,38.997033,-77.025608,"8527-8531 Fenton St, Silver Spring, MD 20910, USA","20910"
"276",158974420,298,"King Farm Blvd & Pleasant Dr",32037,39.114688,-77.171487,"304-498 King Farm Blvd, Rockville, MD 20850, USA","20850"
"277",158974421,299,"King Farm Blvd & Piccard Dr",32038,39.110314,-77.182669,"900-920 King Farm Blvd, Rockville, MD 20850, USA","20850"
"278",158974422,301,"Calvert St & Woodley Pl NW",31121,38.923583,-77.050046,"2081-2299 Calvert St NW, Washington, DC 20008, USA","20008"
"279",158974423,302,"New Jersey Ave & N St NW/Dunbar HS",31636,38.90706,-77.015231,"1243 New Jersey Ave NW, Washington, DC 20001, USA","20001"
"280",158974424,303,"Nannie Helen Burroughs Ave & 49th St NE",31710,38.898536,-76.931862,"4875-4899 Nannie Helen Burroughs Ave NE, Washington, DC 20019, USA","20019"
"281",158974425,304,"Deanwood Rec Center",31711,38.908473,-76.933099,"1350 49th St NE, Washington, DC 20019, USA","20019"
"282",158974426,305,"Hains Point/Buckeye & Ohio Dr SW",31273,38.878433,-77.03023,"Buckeye Dr SW, Washington, DC 20024, USA","20024"
"283",158974427,306,"Arlington Blvd & Fillmore St",31070,38.873755,-77.089233,"2811 Arlington Blvd, Arlington, VA 22201, USA","22201"
"284",158974428,307,"Long Bridge Park/Long Bridge Dr & 6th St S",31071,38.86646,-77.04826,"475 Long Bridge Drive, Arlington, VA 22202, USA","22202"
"285",158974461,340,"Mount Vernon Ave & E Nelson Ave",31085,38.820064,-77.057619,"1504b Mt Vernon Ave, Alexandria, VA 22301, USA","22301"
"286",158974462,341,"Mount Vernon Ave & E Del Ray Ave",31086,38.82595,-77.058541,"2207-2213 Mt Vernon Ave, Alexandria, VA 22301, USA","22301"
"287",158974463,342,"Monroe Ave & Leslie Ave",31087,38.820932,-77.053096,"433-467 E Monroe Ave, Alexandria, VA 22301, USA","22301"
"288",158974464,343,"Mount Vernon Ave & Kennedy St",31088,38.833077,-77.059821,"3059-3061 Mt Vernon Ave, Alexandria, VA 22305, USA","22305"
"289",158974465,344,"Court House Metro / 15th & N Uhle St",31089,38.890612,-77.084801,"2055 15th St N, Arlington, VA 22201, USA","22201"
"290",158974466,345,"Washington Adventist U / Flower Ave & Division St",32049,38.986743,-77.000035,"7644-7668 Flower Ave, Takoma Park, MD 20912, USA","20912"
"291",158974467,346,"6th & S Ball St",31090,38.864702,-77.048672,"600-688 S Ball St, Arlington, VA 22202, USA","22202"
"292",158974468,347,"McKinley St & Connecticut Ave NW",31315,38.96497,-77.075946,"3807 McKinley St NW, Washington, DC 20015, USA","20015"
"293",158974469,348,"15th & L St NW",31276,38.90366,-77.034846,"1500-1522 L St NW, Washington, DC 20036, USA","20036"
"294",158974470,349,"17th & G St NW",31277,38.89841,-77.039624,"1701-1709 G St NW, Washington, DC 20006, USA","20006"
"295",158974471,350,"Spring St & Second Ave",32050,38.997653,-77.034499,"1450-1468 Spring St, Silver Spring, MD 20910, USA","20910"
"296",158974472,351,"18th & R St NW",31278,38.912648,-77.041834,"1801-1811 R St NW, Washington, DC 20009, USA","20009"
"297",158974473,352,"S Joyce & 16th St S",31091,38.859254,-77.063275,"1569-1575 S Joyce St, Arlington, VA 22202, USA","22202"
"298",158974429,308,"Old Georgetown Rd & Southwick St",32039,38.999634,-77.109647,"8800-8804 Old Georgetown Rd, Bethesda, MD 20814, USA","20814"
"299",158974430,309,"Friendship Blvd & Willard Ave",32040,38.96115,-77.088659,"5311 Friendship Blvd, Chevy Chase, MD 20815, USA","20815"
"300",158974431,310,"North Capitol St & G Pl NE",31637,38.899703,-77.008911,"725-777 North Capitol St NE, Washington, DC 20002, USA","20002"
"301",158974432,311,"31st & Woodrow St S",31072,38.837666,-77.09482,"4591-4649 31st St S, Arlington, VA 22206, USA","22206"
"302",158974433,312,"Washington Blvd & Walter Reed Dr",31073,38.873219,-77.082104,"2120 S Washington Blvd, Arlington, VA 22204, USA","22204"
"303",158974434,313,"TJ Cmty Ctr / 2nd St & S Old Glebe Rd",31074,38.869418,-77.095596,"3341-3377 2nd St S, Arlington, VA 22204, USA","22204"
"304",158974435,314,"Connecticut Ave & Tilden St NW",31313,38.941154,-77.062036,"3005 Tilden St NW, Washington, DC 20008, USA","20008"
"305",158974436,315,"Medical Center Dr & Key West Ave",32041,39.103091,-77.196442,"9635-9651 Medical Center Dr, Rockville, MD 20850, USA","20850"
"306",158974437,316,"Shady Grove Hospital",32042,39.097636,-77.196636,"Medical Center Way, Rockville, MD 20850, USA","20850"
"307",158974438,317,"Veterans Pl & Pershing Dr",32043,38.997445,-77.023894,"Veterans Pl, Silver Spring, MD 20910, USA","20910"
"308",158974439,318,"Rockville Metro East",32044,39.085394,-77.145803,"221 Park Rd, Rockville, MD 20850, USA","20850"
"309",158974440,319,"1st & H St NW",31638,38.900358,-77.012108,"801-840 1st St NW, Washington, DC 20001, USA","20001"
"310",158974441,320,"Fort Totten Metro",31515,38.952369,-77.002721,"300-324 Fort Totten Station, Washington, DC 20011, USA","20011"
"311",158974442,321,"Takoma Metro",31408,38.975219,-77.016855,"Takoma Station, Washington, DC 20012, USA","20012"
"312",158974443,322,"Rhode Island Ave Metro",31516,38.920682,-76.995876,"Brentwood Station, Washington, DC 20018, USA","20018"
"313",158974444,323,"Rolfe St & 9th St S",31075,38.866471,-77.076131,"1801-1899 9th St S, Arlington, VA 22204, USA","22204"
"314",158974445,324,"Shirlington Transit Center / S Quincy & Randolph St",31076,38.839912,-77.087083,"2850 S Quincy St, Arlington, VA 22206, USA","22206"
"315",158974446,325,"Shady Grove Metro West",32045,39.119765,-77.166093,"15903 Somerville Drive, Rockville, MD 20855, USA","20855"
"316",158974447,326,"River Rd & Landy Ln",32046,38.964992,-77.103381,"Capital Crescent Trail, Bethesda, MD 20815, USA","20815"
"317",158974448,327,"Rockville Metro West",32047,39.084379,-77.146866,"201-249 Rockville Pike, Rockville, MD 20850, USA","20850"
"318",158974449,328,"Bethesda Metro",32048,38.984691,-77.094537,"7498 Wisconsin Ave, Bethesda, MD 20814, USA","20814"
"319",158974450,329,"Iwo Jima Memorial/N Meade & 14th St N",31077,38.88992,-77.071301,"1310 N Meade St, Arlington, VA 22209, USA","22209"
"320",158974451,330,"34th & Water St NW",31314,38.903663,-77.067668,"3008 Capital Crescent Trail, Washington, DC 20007, USA","20007"
"321",158974452,331,"Duke St & John Carlyle St",31081,38.804378,-77.060866,"1790-1798 Duke St, Alexandria, VA 22314, USA","22314"
"322",158974453,332,"Lee Hwy & N Cleveland St",31079,38.894941,-77.09169,"2601-2619 US-29, Arlington, VA 22201, USA","22201"
"323",158974454,333,"Arlington Blvd & S George Mason Dr/NFATC",31078,38.869442,-77.104503,"Arlington Blvd & US-50, Arlington, VA 22204, USA","22204"
"324",158974455,334,"10th & G St NW",31274,38.898243,-77.026235,"1000-1098 G St NW, Washington, DC 20001, USA","20001"
"325",158974456,335,"Lee Hwy & N Scott St",31080,38.897612,-77.080851,"2020 N Scott St, Arlington, VA 22209, USA","22209"
"326",158974457,336,"New Hampshire Ave & 24th St NW",31275,38.901755,-77.051084,"916-950 New Hampshire Ave NW, Washington, DC 20037, USA","20037"
"327",158974458,337,"Eisenhower Ave & Mill Race Ln",31082,38.801111,-77.068952,"2301 Eisenhower Ave, Alexandria, VA 22314, USA","22314"
"328",158974459,338,"Potomac Greens Dr & Slaters Ln",31083,38.82175,-77.047494,"1552 Potomac Greens Dr, Alexandria, VA 22314, USA","22314"
"329",158974460,339,"Ballenger Ave & Dulaney St",31084,38.802677,-77.063562,"1999 Ballenger Ave, Alexandria, VA 22314, USA","22314"
"330",158974474,353,"Union Market/6th St & Neal Pl NE",31517,38.908008,-76.996985,"1291-1299 6th St NE, Washington, DC 20002, USA","20002"
"331",158974475,354,"Lee Hwy & N Monroe St",31092,38.896456,-77.104562,"2100-2112 North Monroe Street, Arlington, VA 22207, USA","22207"
"332",158974476,355,"21st St N & N Pierce St",31093,38.898984,-77.078317,"1638-1654 21st St N, Arlington, VA 22209, USA","22209"
"333",158974477,356,"Lee Hwy & N Kirkwood Rd",31094,38.895377,-77.09713,"3130 N Kirkwood Rd, Arlington, VA 22201, USA","22201"
"334",158974478,357,"19th & G St NW",31279,38.898412,-77.043182,"1801-1899 G St NW, Washington, DC 20433, USA","20433"
"335",158974479,358,"2nd St & Seaton Pl NE",31522,38.914751,-77.00356,"1800-1848 2nd St NE, Washington, DC 20002, USA","20002"
"336",158974480,359,"Wilson Blvd & N Illinois St",31902,38.876528,-77.12712,"820-898 N Illinois St, Arlington, VA 22205, USA","22205"
"337",158974481,364,"Army Navy Dr & S Nash St",31095,38.862467,-77.068242,"1300 Army Navy Dr, Arlington, VA 22202, USA","22202"
"338",158974482,365,"31st & Water St NW",31293,38.902814,-77.061043,"1015 31st St NW, Washington, DC 20007, USA","20007"
"339",158974483,367,"11th & S St NW",31280,38.913761,-77.027025,"1741 11th St NW, Washington, DC 20001, USA","20001"
"340",158974484,368,"S Walter Reed Dr & 8th St S",31096,38.86612,-77.08787,"806-830 S Walter Reed Dr, Arlington, VA 22204, USA","22204"
"341",158974485,369,"2nd & G St NE",31639,38.89967,-77.003666,"700 2nd St NE, Washington, DC 20002, USA","20002"
"342",158974486,370,"8th & O St NW",31281,38.90864,-77.02277,"701-799 O St NW, Washington, DC 20001, USA","20001"
"343",158974487,371,"Georgia & Missouri Ave NW",31411,38.961339,-77.027855,"5917 Georgia Ave NW, Washington, DC 20011, USA","20011"
"344",158974488,373,"Oklahoma Ave & D St NE",31712,38.894474,-76.974828,"200 Oklahoma Ave NE, Washington, DC 20002, USA","20002"
"345",158974489,374,"Maryland Ave & E St NE",31640,38.896134,-76.9929,"927 E St NE, Washington, DC 20002, USA","20002"
"346",158974490,375,"New York Ave & Hecht Ave NE",31518,38.915604,-76.983683,"2003 Hecht Avenue Northeast, Washington, DC 20002, USA","20002"
"347",158974491,376,"Yuma St & Tenley Circle NW",31316,38.946182,-77.08059,"4064-4116 Yuma St NW, Washington, DC 20016, USA","20016"
"348",158974492,377,"Connecticut Ave & Chevy Chase Lake Dr",32051,38.994113,-77.076986,"2401 Georgetown Branch Trail, Chevy Chase, MD 20815, USA","20815"
"349",158974493,378,"Key West Ave & Siesta Key Way",32052,39.105295,-77.194774,"9463-9465 Key W Ave, Rockville, MD 20850, USA","20850"
"350",158974494,379,"Lee Hwy & N Woodstock St",31900,38.898301,-77.118009,"2101-2199 N Woodstock St, Arlington, VA 22207, USA","22207"
"351",158974495,380,"Saint Asaph & Madison St",31097,38.812718,-77.044097,"723-799 N St Asaph St, Alexandria, VA 22314, USA","22314"
"352",158974496,381,"King St Metro North / Cameron St",31098,38.80704,-77.059817,"1787 Commonwealth Ave, Alexandria, VA 22301, USA","22301"
"353",158974497,382,"Madison & N Henry St",31099,38.813485,-77.049468,"1012 Madison St, Alexandria, VA 22314, USA","22314"
"354",158974498,383,"Medical Center Metro",32053,38.999378,-77.097882,"South Dr, Bethesda, MD 20892, USA","20892"
"355",158974499,384,"Washington Blvd & N Frederick St",31901,38.884829,-77.127671,"5150-5198 Washington Blvd, Arlington, VA 22205, USA","22205"
"356",158974500,385,"Wisconsin Ave & Ingomar St NW",31317,38.958267,-77.084636,"5230-5252 Wisconsin Ave NW, Washington, MD 20015, USA","20015"
"357",158974501,386,"16th & Irving St NW",31122,38.928893,-77.03625,"3100-3198 15th St NW, Washington, DC 20010, USA","20010"
"358",158974502,387,"16th & R St NW",31282,38.912652,-77.036278,"1519-1599 R St NW, Washington, DC 20009, USA","20009"
"359",158974503,388,"Lyttonsville Rd & Lyttonsville Pl",32054,38.999679,-77.051168,"2445 Lyttonsville Rd, Silver Spring, MD 20910, USA","20910"
"360",158974504,389,"Woodmont Ave & Strathmore St",32055,38.979875,-77.093522,"7122-7148 Woodmont Ave, Bethesda, MD 20815, USA","20815"
"361",158974505,390,"14th & L St NW",31283,38.903658,-77.031737,"1330 L St NW, Washington, DC 20005, USA","20005"
"362",158974506,391,"1st & O St NW",31519,38.908643,-77.012365,"83 O St NW, Washington, DC 20001, USA","20001"
"363",158974507,392,"South Capitol & Atlantic St SW",31811,38.831516,-77.008133,"1-3 Atlantic St SW, Washington, DC 20032, USA","20032"
"364",158974508,393,"18th & C St NW",31284,38.893511,-77.041544,"1758-1798 C St NW, Washington, DC 20006, USA","20006"
"365",158974509,394,"22nd & P ST NW",31285,38.909394,-77.048728,"1421 22nd St NW, Washington, DC 20037, USA","20037"
"366",158974510,395,"East West Hwy & 16th St",32056,38.995681,-77.038721,"1701-1703 East West Highway, Silver Spring, MD 20910, USA","20910"
"367",158974511,396,"Royal & Wilkes St",31903,38.799267,-77.0447,"500-598 S Royal St, Alexandria, VA 22314, USA","22314"
"368",158974512,397,"14th & Girard St NW",31123,38.925284,-77.032375,"2750 14th St NW, Washington, DC 20009, USA","20009"
"369",158974513,398,"Potomac Ave & Main Line Blvd",31910,38.822738,-77.049265,"650 Potomac Ave, Alexandria, VA 22301, USA","22301"
"370",158974514,399,"11th & O St NW",31286,38.90843,-77.02714,"1370-1398 11th St NW, Washington, DC 20001, USA","20001"
"371",158974515,400,"10th St & L'Enfant Plaza SW",31287,38.884377,-77.025791,"412-420 10th St SW, Washington, DC 20024, USA","20024"
"372",158974516,401,"Connecticut Ave & Yuma St NW",31318,38.947156,-77.065115,"4465 Connecticut Ave NW, Washington, DC 20008, USA","20008"
"373",158974517,402,"2nd St & Massachusetts Ave NE",31641,38.894972,-77.003135,"201 Massachusetts Ave NE, Washington, DC 20002, USA","20002"
"374",158974518,403,"Radford & Osage St",31908,38.828437,-77.086031,"1707 N Radford St, Alexandria, VA 22302, USA","22302"
"375",158974519,404,"East Falls Church Metro/Sycamore St & 19th St N",31904,38.884859,-77.155988,"1901-1931 N Sycamore St, Arlington, VA 22205, USA","22205"
"376",158974520,405,"Kennebec St & 11th St N",31905,38.880992,-77.135271,"1020-1098 N Kennebec St, Arlington, VA 22205, USA","22205"
"377",158974521,406,"Commonwealth Ave & Oak St",31906,38.812711,-77.061715,"Park Trail, Potomac, VA 22301, USA","22301"
"378",158974523,408,"4th St & Madison Dr NW",31288,38.890493,-77.017253,"314-388 Madison Dr NW, Washington, DC 20001, USA","20001"
"379",158974524,409,"Henry Bacon Dr & Lincoln Memorial Circle NW",31289,38.890544,-77.049379,"278-297 Henry Bacon Dr NW, Washington, DC 20245, USA","20245"
"380",158974525,410,"17th St & Independence Ave SW",31290,38.888097,-77.038325,"391 Independence Ave SW, Washington, DC 20024, USA","20024"
"381",158974526,411,"Franklin & S Washington St",31907,38.798133,-77.0487,"700-716 Franklin St, Alexandria, VA 22314, USA","22314"
"382",158974527,412,"Mount Vernon Ave & Four Mile Run Park",31909,38.843422,-77.064016,"4115 Mt Vernon Ave, Alexandria, VA 22305, USA","22305"
"383",158974528,413,"New Jersey Ave & L St NW",31642,38.903598,-77.01397,"1001-1073 New Jersey Ave NW, Washington, DC 20001, USA","20001"
"384",158974529,414,"Mount Vernon Ave & Bruce St",31912,38.841291,-77.063093,"3912 Bruce St, Alexandria, VA 22305, USA","22305"
"385",158974530,415,"Lee Center",31914,38.797557,-77.053766,"1108 Jefferson St, Alexandria, VA 22314, USA","22314"
"386",158974531,416,"Powhatan St & Bashford Ln",31915,38.818748,-77.047783,"1315 Powhatan St, Alexandria, VA 22314, USA","22314"
"387",158974532,417,"Potomac & Swann Ave",31916,38.829545,-77.047844,"Potomac Yard Trail, Alexandria, VA 22305, USA","22305"
"388",158974533,418,"14th & Irving St NW",31124,38.928552,-77.032224,"1366 Irving St NW, Washington, DC 20010, USA","20010"
"389",158974534,419,"16th & K St NW",31291,38.90268,-77.035737,"1503-1599 K St NW, Washington, DC 20006, USA","20006"
"390",158974535,420,"Wisconsin Ave & Brandywine St NW",31319,38.949813,-77.080217,"4025-4029 Brandywine St NW, Washington, DC 20016, USA","20016"
"391",158974536,421,"24th & R St NE / National Arboretum",31520,38.91263,-76.971923,"2300-2402 R St NE, Washington, DC 20002, USA","20002"
"392",158974537,422,"Division Ave & Foote St NE",31713,38.897407,-76.925907,"607 Division Ave NE, Washington, DC 20019, USA","20019"
"393",158974538,423,"16th & Q St SE / Anacostia HS",31812,38.870695,-76.982359,"1601 16th St SE, Washington, DC 20020, USA","20020"
"394",158974539,424,"Spring Hill Metro",32200,38.929261,-77.240654,"Parking Lot, Vienna, VA 22182, USA","22182"
"395",158974540,425,"Westpark Dr & Leesburg Pike",32201,38.92403,-77.235955,"8469-8493 Westpark Dr, Tysons, VA 22102, USA","22102"
"396",158974541,427,"Tysons One Pl & Chain Bridge Rd",32203,38.919475,-77.221179,"231 Tysons Blvd, Tysons, VA 22182, USA","22182"
"397",158974542,428,"Tysons Corner Station",32204,38.920939,-77.222115,"1784-1792 Tysons Blvd, Tysons, VA 22102, USA","22102"
"398",158974543,429,"Westpark & Jones Branch Dr",32205,38.924437,-77.217664,"7908 Westpark Dr, Tysons, VA 22102, USA","22102"
"399",158974544,430,"Jones Branch & Westbranch Dr",32206,38.931911,-77.219261,"7950 Jones Branch Dr, McLean, VA 22102, USA","22102"
"400",158974545,431,"Westpark & Park Run Dr",32207,38.928919,-77.225394,"8019-8099 Westpark Dr, Tysons, VA 22102, USA","22102"
"401",158974546,432,"Tysons West Transit Center",32208,38.932636,-77.231825,"VA-267 & Spring Hill Rd & VA-267, Tysons, VA 22102, USA","22102"
"402",158974547,433,"North Shore & Cameron Crescent Dr/Crescent Apartments",32209,38.970046,-77.338686,"1578 Cameron Crescent Dr, Reston, VA 20190, USA","20190"
"403",158974548,434,"Town Center Pkwy & Bowman Towne Dr",32210,38.962524,-77.361902,"1831-1849 Town Center Pkwy, Reston, VA 20190, USA","20190"
"404",158974549,435,"Reston Regional Library",32211,38.962095,-77.358815,"11931-11951 Bowman Towne Dr, Reston, VA 20190, USA","20190"
"405",158974550,1,"Eads St & 15th St S",31000,38.858971,-77.05323,"1547-1611 S Eads St, Arlington, VA 22202, USA","22202"
"406",158974551,2,"18th & Eads St.",31001,38.85725,-77.05332,"500-518 18th St S, Arlington, VA 22202, USA","22202"
"407",158974552,3,"20th & Crystal Dr",31002,38.856425,-77.049232,"1823-1965 Crystal Dr, Arlington, VA 22202, USA","22202"
"408",158974553,4,"15th & Crystal Dr",31003,38.86017,-77.049593,"401-405 15th St S, Arlington, VA 22202, USA","22202"
"409",158974554,5,"Aurora Hills Community Ctr/18th & Hayes St",31004,38.857866,-77.05949,"1600 S Hayes St, Arlington, VA 22202, USA","22202"
"410",158974555,6,"Pentagon City Metro / 12th & S Hayes St",31005,38.862303,-77.059936,"1250-1346 S Hayes St, Arlington, VA 22202, USA","22202"
"411",158974556,7,"S Joyce & Army Navy Dr",31006,38.8637,-77.0633,"1201-1237 S Joyce St, Arlington, VA 22202, USA","22202"
"412",158974557,8,"Crystal City Metro / 18th & Bell St",31007,38.857405,-77.051132,"1802-2066 S Bell St, Arlington, VA 22202, USA","22202"
"413",158974558,9,"12th & Army Navy Dr",31008,38.8629,-77.0528,"444-464 12th St S, Arlington, VA 22202, USA","22202"
"414",158974559,10,"27th & Crystal Dr",31009,38.848441,-77.051516,"2799 Jefferson Davis Hwy, Arlington, VA 22202, USA","22202"
"415",158974560,11,"S Glebe & Potomac Ave",31010,38.8426,-77.0502,"3650 S Glebe Rd, Arlington, VA 22202, USA","22202"
"416",158974561,12,"23rd & Crystal Dr",31011,38.8533,-77.0498,"201-221 23rd St S, Arlington, VA 22202, USA","22202"
"417",158974562,13,"26th & S Clark St",31012,38.850688,-77.05152,"26th St S, Arlington, VA 22202, USA","22202"
"418",158974563,14,"19th St & Pennsylvania Ave NW",31100,38.9003,-77.0429,"1875 H St NW, Washington, DC 20006, USA","20006"
"419",158974564,15,"14th & V St NW",31101,38.9176,-77.0321,"2006 14th St NW, Washington, DC 20009, USA","20009"
"420",158974565,16,"11th & Kenyon St NW",31102,38.929464,-77.027822,"3100-3198 11th St NW, Washington, DC 20010, USA","20010"
"421",158974566,17,"16th & Harvard St NW",31103,38.926088,-77.036536,"2840-2898 16th St NW, Washington, DC 20009, USA","20009"
"422",158974567,18,"Adams Mill & Columbia Rd NW",31104,38.922925,-77.042581,"1801 Adams Mill Rd NW, Washington, DC 20009, USA","20009"
"423",158974522,407,"Commonwealth & E Monroe Ave",31913,38.820058,-77.062821,"1-5 E Monroe Ave, Alexandria, VA 22301, USA","22301"
"424",158974568,19,"14th & Harvard St NW",31105,38.9268,-77.0322,"1371 Harvard St NW, Washington, DC 20009, USA","20009"
"425",158974569,20,"Calvert & Biltmore St NW",31106,38.923203,-77.047637,"2000-2108 Calvert St NW, Washington, DC 20009, USA","20009"
"426",158974570,21,"Lamont & Mt Pleasant NW",31107,38.9319,-77.0388,"3249-3299 17th St NW, Washington, DC 20010, USA","20010"
"427",158974571,22,"4th & M St SW",31108,38.8767,-77.0178,"1175-1197 4th St SW, Washington, DC 20024, USA","20024"
"428",158974572,23,"15th & P St NW",31201,38.90985,-77.034438,"1515 15th St NW, Washington, DC 20005, USA","20005"
"429",158974573,24,"14th & R St NW",31202,38.912682,-77.031681,"1375-1399 R St NW, Washington, DC 20009, USA","20009"
"430",158974574,25,"14th & Rhode Island Ave NW",31203,38.9086,-77.0323,"1400-1402 Rhode Island Ave NW, Washington, DC 20005, USA","20005"
"431",158974575,26,"20th & E St NW",31204,38.8963,-77.045,"524-538 20th St NW, Washington, DC 20052, USA","20052"
"432",158974576,27,"21st & I St NW",31205,38.9008,-77.047,"2100 Pennsylvania Avenue, Washington, DC 20037, USA","20037"
"433",158974577,28,"Georgia & New Hampshire Ave NW",31400,38.936043,-77.024649,"3666 New Hampshire Ave NW, Washington, DC 20010, USA","20010"
"434",158974578,29,"14th St & Spring Rd NW",31401,38.9375,-77.0328,"3712 14th St NW, Washington, DC 20010, USA","20010"
"435",158974579,30,"John McCormack Dr & Michigan Ave NE",31502,38.9346,-76.9955,"3602 John McCormack Dr NE, Washington, DC 20017, USA","20017"
"436",158974580,31,"5th & K St NW",31600,38.90304,-77.019027,"1054 5th St NW, Washington, DC 20001, USA","20001"
"437",158974581,32,"19th & East Capitol St SE",31601,38.8896,-76.9769,"1835 E Capitol St SE, Washington, DC 20003, USA","20003"
"438",158974582,33,"Park Rd & Holmead Pl NW",31602,38.9308,-77.0315,"1359 Park Rd NW, Washington, DC 20010, USA","20010"
"439",158974583,34,"Good Hope & Naylor Rd SE",31700,38.8601,-76.9672,"2712 Good Hope Rd SE, Washington, DC 20020, USA","20020"
"440",158974584,35,"Connecticut Ave & Newark St NW / Cleveland Park",31305,38.934267,-77.057979,"3400 Connecticut Ave NW, Washington, DC 20008, USA","20008"
"441",158974585,36,"Randle Circle & Minnesota Ave SE",31702,38.878,-76.9607,"37-41 Randle Cir SE, Washington, DC 20019, USA","20019"
"442",158974586,37,"Minnesota Ave Metro/DOES",31703,38.897063,-76.947446,"4058 Minnesota Ave NE, Washington, DC 20019, USA","20019"
"443",158974587,38,"Nannie Helen Burroughs & Minnesota Ave NE",31704,38.901385,-76.941877,"4265-4301 Nannie Helen Burroughs Ave NE, Washington, DC 20019, USA","20019"
"444",158974588,39,"Anacostia Metro",31801,38.862669,-76.994637,"2425 Shannon Pl SE, Washington, DC 20020, USA","20020"
"445",158974589,40,"Good Hope Rd & MLK Ave SE",31802,38.867373,-76.988039,"1214-1226 Good Hope Rd SE, Washington, DC 20020, USA","20020"
"446",158974590,41,"19th & E Street NW",31206,38.8952,-77.0436,"300-398 19th St NW, Washington, DC 20245, USA","20245"
"447",158974591,42,"4th & W St NE",31500,38.919077,-77.000648,"2170-2198 4th St NE, Washington, DC 20002, USA","20002"
"448",158974592,43,"10th & U St NW",31111,38.9172,-77.0259,"2001 10th St NW, Washington, DC 20001, USA","20001"
"449",158974593,44,"Georgia Ave and Fairmont St NW",31207,38.9249,-77.0222,"641-699 Fairmont St NW, Washington, DC 20001, USA","20001"
"450",158974594,45,"1st & N St  SE",31209,38.8743,-77.0057,"1300-1350 First St SE, Washington, DC 20003, USA","20003"
"451",158974595,46,"20th St & Florida Ave NW",31110,38.9154,-77.0446,"1919 Florida Ave NW, Washington, DC 20009, USA","20009"
"452",158974596,47,"7th & T St NW",31109,38.9155,-77.0222,"700-798 T St NW, Washington, DC 20001, USA","20001"
"453",158974597,48,"23rd & Eads St",31013,38.853531,-77.053509,"2260-2298 S Eads St, Arlington, VA 22202, USA","22202"
"454",158974598,49,"M St & New Jersey Ave SE",31208,38.8763,-77.0037,"151-199 M St SE, Washington, DC 20003, USA","20003"
"455",158974599,51,"Massachusetts Ave & Dupont Circle NW",31200,38.9101,-77.0444,"1919 Massachusetts Ave NW, Washington, DC 20036, USA","20036"
"456",158974600,52,"1st & M St NE",31603,38.9057,-77.0056,"130 M St NE, Washington, DC 20002, USA","20002"
"457",158974601,53,"21st & M St NW",31212,38.90534,-77.046774,"1198 21st St NW, Washington, DC 20037, USA","20037"
"458",158974602,54,"17th & K St NW",31213,38.90276,-77.03863,"1000-1030 17th St NW, Washington, DC 20036, USA","20036"
"459",158974603,55,"3rd & H St NW",31604,38.899408,-77.015289,"754-758 3rd St NW, Washington, DC 20001, USA","20001"
